player_id,team_id,league_id,position,role,pitching_ratings_overall_stuff,pitching_ratings_overall_control,pitching_ratings_overall_movement,pitching_ratings_overall_balk,pitching_ratings_overall_hp,pitching_ratings_overall_wild_pitch,pitching_ratings_vsr_stuff,pitching_ratings_vsr_control,pitching_ratings_vsr_movement,pitching_ratings_vsr_balk,pitching_ratings_vsr_hp,pitching_ratings_vsr_wild_pitch,pitching_ratings_vsl_stuff,pitching_ratings_vsl_control,pitching_ratings_vsl_movement,pitching_ratings_vsl_balk,pitching_ratings_vsl_hp,pitching_ratings_vsl_wild_pitch,pitching_ratings_talent_stuff,pitching_ratings_talent_control,pitching_ratings_talent_movement,pitching_ratings_talent_balk,pitching_ratings_talent_hp,pitching_ratings_talent_wild_pitch,pitching_ratings_pitches_fastball,pitching_ratings_pitches_slider,pitching_ratings_pitches_curveball,pitching_ratings_pitches_screwball,pitching_ratings_pitches_forkball,pitching_ratings_pitches_changeup,pitching_ratings_pitches_sinker,pitching_ratings_pitches_splitter,pitching_ratings_pitches_knuckleball,pitching_ratings_pitches_cutter,pitching_ratings_pitches_circlechange,pitching_ratings_pitches_knucklecurve,pitching_ratings_pitches_talent_fastball,pitching_ratings_pitches_talent_slider,pitching_ratings_pitches_talent_curveball,pitching_ratings_pitches_talent_screwball,pitching_ratings_pitches_talent_forkball,pitching_ratings_pitches_talent_changeup,pitching_ratings_pitches_talent_sinker,pitching_ratings_pitches_talent_splitter,pitching_ratings_pitches_talent_knuckleball,pitching_ratings_pitches_talent_cutter,pitching_ratings_pitches_talent_circlechange,pitching_ratings_pitches_talent_knucklecurve,pitching_ratings_misc_velocity,pitching_ratings_misc_arm_slot,pitching_ratings_misc_stamina,pitching_ratings_misc_ground_fly,pitching_ratings_misc_hold,pitching_ratings_babip
330,14,100,1,11,114,79,94,1,8,6,111,77,92,1,8,6,125,86,100,1,8,6,114,82,96,1,8,8,118,0,130,0,0,130,94,0,0,0,0,0,118,0,130,0,0,130,94,0,0,0,0,0,13,4,150,63,113,143
331,15,100,1,12,40,100,101,0,1,1,39,97,97,0,1,1,46,111,111,0,1,1,51,102,101,0,0,0,62,35,0,0,0,27,78,0,0,0,0,0,70,42,0,0,0,41,84,0,0,0,0,0,8,3,23,58,110,0
332,26,100,1,12,42,85,71,0,6,6,44,90,73,0,6,6,41,79,69,0,6,6,44,96,111,0,7,12,68,36,0,0,0,0,69,63,0,0,0,0,69,37,0,0,0,0,91,75,0,0,0,0,11,4,28,45,110,132
333,2,100,1,12,57,74,43,2,12,2,59,76,44,2,12,2,54,70,43,2,12,2,66,79,43,3,13,3,79,71,56,0,0,48,0,0,0,0,0,0,84,80,64,0,0,58,0,0,0,0,0,0,9,3,28,44,110,114
334,11,100,2,0,4,1,45,10,15,30,4,1,46,10,15,30,4,1,44,10,15,30,10,56,48,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,5,2,1,37,9,0
335,17,100,1,12,103,67,37,0,12,6,99,65,37,0,12,6,114,74,38,0,12,6,105,69,46,0,15,9,120,0,106,0,0,78,0,0,0,78,0,0,122,0,109,0,0,81,0,0,0,81,0,0,12,3,22,42,110,69
336,10,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,29,0
337,14,100,1,12,76,86,51,0,12,1,73,83,50,0,12,1,85,97,54,0,12,1,76,126,115,0,0,0,89,0,78,0,0,0,74,0,0,80,0,0,89,0,78,0,0,0,89,0,0,80,0,0,10,2,28,46,110,119
338,16,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,20,0
339,1,100,1,12,19,63,75,1,1,1,18,61,74,1,1,1,20,69,81,1,1,1,42,104,97,0,0,0,48,25,0,0,0,1,0,0,0,0,0,0,72,60,0,0,0,39,0,0,0,0,0,0,8,2,20,33,110,0
340,23,100,1,12,60,113,113,0,11,6,63,118,117,0,11,6,58,107,108,0,11,6,63,113,113,0,11,11,81,57,0,0,0,14,95,0,0,0,0,0,82,61,0,0,0,16,96,0,0,0,0,0,12,4,33,54,110,111
341,11,100,1,11,90,171,143,1,7,3,93,178,149,1,7,3,87,163,137,1,7,3,90,171,143,0,8,3,80,0,95,0,0,0,129,106,0,96,0,0,80,0,95,0,0,0,129,106,0,96,0,0,12,3,150,54,140,120
342,3,100,1,11,86,77,150,3,2,6,90,81,154,3,2,6,82,74,144,3,2,6,86,77,150,1,4,8,102,0,59,0,0,25,116,0,0,97,0,0,102,0,59,0,0,25,116,0,0,97,0,0,10,3,129,65,109,114
343,29,100,8,0,2,1,44,10,15,30,2,1,43,10,15,30,2,1,46,10,15,30,2,1,44,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,35,0
344,19,100,1,12,82,86,53,0,11,4,86,90,55,0,11,4,77,82,52,0,11,4,105,102,53,0,10,1,0,0,74,0,0,40,106,0,0,0,0,0,0,0,94,0,0,59,107,0,0,0,0,0,16,4,20,46,110,32
345,19,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,21,0
346,8,100,1,12,62,77,63,1,12,2,59,75,61,1,12,2,71,84,66,1,12,2,62,80,163,0,12,2,88,66,45,0,0,73,0,0,0,0,0,0,88,66,45,0,0,73,0,0,0,0,0,0,9,4,23,37,110,115
347,10,100,1,12,35,120,132,0,1,6,37,124,138,0,1,6,32,114,126,0,1,6,39,120,132,0,0,0,72,0,50,0,0,0,0,0,0,0,0,0,75,0,54,0,0,0,0,0,0,0,0,0,9,4,23,44,110,0
348,10,100,1,12,49,134,66,0,9,1,50,138,68,0,9,1,46,129,65,0,9,1,49,134,66,0,12,0,77,62,48,0,0,23,0,0,0,0,0,0,77,62,48,0,0,23,0,0,0,0,0,0,9,3,45,36,110,120
349,15,100,1,12,64,110,50,1,2,3,67,115,51,1,2,3,60,104,48,1,2,3,64,110,50,0,2,3,86,59,41,0,0,13,69,0,0,0,0,0,86,59,41,0,0,13,69,0,0,0,0,0,10,3,129,39,110,151
350,3,100,1,12,123,84,82,0,10,2,129,89,85,0,10,2,118,78,78,0,10,2,123,84,82,0,11,3,122,140,47,0,0,58,109,0,0,0,0,0,122,140,47,0,0,58,109,0,0,0,0,0,12,2,46,47,110,70
351,27,100,1,12,152,71,119,1,12,3,160,75,125,1,12,3,142,66,112,1,12,3,152,71,119,1,19,3,152,108,119,0,0,0,0,0,0,0,0,0,152,108,119,0,0,0,0,0,0,0,0,0,17,3,24,55,109,139
352,7,100,1,12,51,75,185,0,6,6,55,77,193,0,6,6,48,71,175,0,6,6,51,75,185,0,7,9,0,69,0,0,0,45,103,0,0,0,0,0,0,69,0,0,0,45,103,0,0,0,0,0,9,3,31,74,110,120
353,7,100,1,12,59,126,153,0,3,6,63,132,159,0,3,6,55,120,145,0,3,6,63,126,157,0,3,10,88,72,0,0,0,46,0,0,0,0,0,0,91,76,0,0,0,50,0,0,0,0,0,0,10,2,39,54,110,36
354,22,100,1,11,104,77,58,0,3,4,107,81,60,0,3,4,99,74,57,0,3,4,105,82,64,0,4,5,126,0,73,0,0,108,0,0,0,108,0,0,127,0,74,0,0,109,0,0,0,110,0,0,10,4,123,54,110,84
355,29,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,28,0
356,8,100,1,12,24,117,102,0,10,6,25,123,109,0,10,6,22,108,94,0,10,6,24,124,102,0,13,9,62,34,0,0,0,5,0,0,0,0,0,0,62,34,0,0,0,5,0,0,0,0,0,0,10,3,32,74,110,121
357,15,100,1,11,105,102,148,0,2,6,108,108,155,0,2,6,102,95,139,0,2,6,105,102,148,0,2,8,116,76,0,0,0,107,144,0,0,0,0,0,116,76,0,0,0,107,144,0,0,0,0,0,10,3,145,52,109,126
358,13,100,1,12,49,94,102,0,12,1,53,100,107,0,12,1,45,88,96,0,12,1,49,94,102,0,12,0,79,64,0,0,0,48,0,0,0,0,0,0,79,64,0,0,0,48,0,0,0,0,0,0,10,2,32,43,110,0
359,30,100,7,0,2,1,44,10,15,30,2,1,43,10,15,30,2,1,46,10,15,30,2,1,44,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,21,0
360,30,100,1,12,89,6,225,0,12,6,95,7,230,0,12,6,82,6,209,0,12,6,89,98,225,0,0,0,106,0,97,0,0,0,142,103,0,0,0,0,106,0,97,0,0,0,142,103,0,0,0,0,10,3,28,27,110,229
361,30,100,1,12,22,54,73,1,1,1,22,53,73,1,1,1,23,58,75,1,1,1,22,54,73,0,5,0,60,31,0,0,0,0,0,0,0,0,0,0,60,31,0,0,0,0,0,0,0,0,0,0,10,3,19,33,110,0
362,4,100,1,12,147,86,109,1,8,1,153,90,113,1,8,1,139,81,103,1,8,1,147,88,109,0,8,1,153,0,137,0,0,0,129,0,0,0,0,0,153,0,137,0,0,0,129,0,0,0,0,0,15,2,23,44,110,153
363,19,100,1,12,41,110,118,0,1,6,44,115,124,0,1,6,37,103,110,0,1,6,44,110,118,0,0,0,66,0,0,0,0,17,85,0,0,73,0,0,68,0,0,0,0,19,85,0,0,73,0,0,8,3,42,55,110,0
364,19,100,1,12,99,123,54,4,2,6,96,119,53,4,2,6,107,133,57,4,2,6,100,135,55,3,3,10,114,113,0,0,0,105,0,0,0,0,0,0,114,114,0,0,0,107,0,0,0,0,0,0,13,3,18,49,110,146
365,15,100,1,12,68,70,154,1,12,4,66,67,149,1,12,4,77,78,170,1,12,4,68,78,154,0,26,3,81,87,0,0,0,33,112,0,0,0,0,0,81,87,0,0,0,33,112,0,0,0,0,0,10,2,13,59,110,112
366,4,100,1,12,123,54,115,0,6,6,120,52,112,0,6,6,136,58,121,0,6,6,123,70,115,0,1,11,137,104,0,0,0,0,0,0,0,0,0,0,137,104,0,0,0,0,0,0,0,0,0,0,17,4,24,31,110,184
367,24,100,1,12,41,56,99,1,1,1,44,60,104,1,1,1,37,52,92,1,1,1,49,80,99,0,8,3,69,46,58,0,0,31,0,0,0,0,0,0,73,51,66,0,0,38,0,0,0,0,0,0,8,3,22,53,110,112
368,26,100,1,12,25,132,196,1,1,1,24,127,187,1,1,1,32,148,225,1,1,1,28,132,196,0,0,0,54,28,0,0,0,1,113,0,0,0,0,0,56,31,0,0,0,3,113,0,0,0,0,0,9,3,19,58,110,115
369,19,100,1,12,27,53,76,0,1,6,28,56,79,0,1,6,26,50,73,0,1,6,27,53,76,0,5,0,54,28,19,0,0,0,48,0,0,47,0,0,54,28,19,0,0,0,48,0,0,47,0,0,9,3,5,75,110,0
370,26,100,1,12,72,70,50,0,6,1,71,67,49,0,6,1,76,78,53,0,6,1,96,81,98,1,5,4,87,0,46,0,0,52,74,0,0,0,0,0,102,0,60,0,0,81,116,0,0,0,0,0,10,4,12,46,109,125
371,16,100,1,11,135,90,66,1,6,4,139,94,67,1,6,4,131,85,63,1,6,4,135,129,129,0,10,2,147,153,128,0,0,0,0,0,0,0,0,0,147,153,128,0,0,0,0,0,0,0,0,0,11,3,136,46,99,102
372,25,100,1,12,55,132,69,5,5,1,54,126,66,5,5,1,60,148,74,5,5,1,55,132,103,3,3,0,74,77,0,0,0,80,0,0,0,0,0,0,74,77,0,0,0,80,0,0,0,0,0,0,7,2,29,54,110,168
373,10,100,1,12,68,106,51,1,1,6,72,109,52,1,1,6,63,101,50,1,1,6,68,112,108,0,0,0,89,93,0,0,0,0,0,0,0,0,0,0,89,93,0,0,0,0,0,0,0,0,0,0,7,4,39,36,110,120
374,18,100,1,12,113,93,80,0,8,2,118,96,83,0,8,2,108,89,78,0,8,2,121,93,151,0,3,3,109,55,38,0,0,0,88,89,0,0,0,0,113,58,44,0,0,0,125,106,0,0,0,0,18,3,33,52,109,132
375,11,100,1,11,41,182,61,1,6,4,44,187,62,1,6,4,39,176,60,1,6,4,41,182,61,0,7,4,72,50,35,0,0,10,74,0,0,0,0,0,72,50,35,0,0,10,74,0,0,0,0,0,9,4,142,42,110,125
376,7,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,17,0
377,5,100,1,12,113,105,53,1,9,6,111,101,52,1,9,6,121,116,56,1,9,6,127,155,96,0,10,7,115,71,44,0,0,0,80,0,0,0,0,0,126,87,53,0,0,0,110,0,0,0,0,0,17,3,27,47,110,112
378,26,100,1,11,87,137,61,0,6,1,90,144,63,0,6,1,85,128,59,0,6,1,87,137,61,0,8,3,112,0,108,0,0,0,81,74,0,0,0,0,112,0,108,0,0,0,81,74,0,0,0,0,10,4,52,50,110,115
379,23,100,1,12,114,53,118,1,12,6,109,52,115,1,12,6,127,58,126,1,12,6,123,59,152,0,11,11,140,124,0,0,0,0,0,0,0,0,0,0,146,134,0,0,0,0,0,0,0,0,0,0,14,3,17,32,110,112
380,23,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,39,0
381,9,100,1,12,23,48,66,10,15,30,23,51,68,10,15,30,23,45,64,10,15,30,23,48,66,0,5,0,54,28,0,0,0,0,0,55,0,0,0,0,54,28,0,0,0,0,0,55,0,0,0,0,9,1,20,50,110,0
382,22,100,6,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,28,0
383,17,100,1,12,23,45,65,0,1,6,22,44,63,0,1,6,25,50,69,0,1,6,23,47,65,0,5,0,60,31,21,0,0,0,0,0,0,0,0,0,60,31,21,0,0,0,0,0,0,0,0,0,10,2,16,60,110,0
384,29,100,1,12,127,43,143,0,12,6,131,45,146,0,12,6,122,41,139,0,12,6,127,46,143,3,13,31,131,109,0,0,0,0,0,137,0,0,0,0,131,109,0,0,0,0,0,137,0,0,0,0,16,3,25,38,110,114
385,25,100,1,12,114,75,73,0,9,2,116,78,75,0,9,2,113,71,71,0,9,2,120,79,83,0,9,3,120,74,0,0,0,0,0,107,0,0,0,0,122,79,0,0,0,0,0,113,0,0,0,0,18,3,25,35,110,112
386,3,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,3,0
387,28,100,1,12,45,49,177,0,10,1,42,47,168,0,10,1,55,57,204,0,10,1,60,75,177,0,17,1,69,45,38,0,0,22,120,0,0,0,0,0,79,64,58,0,0,48,120,0,0,0,0,0,10,3,5,42,110,112
388,25,100,1,12,99,71,74,1,5,1,103,75,76,1,5,1,94,66,71,1,5,1,105,76,74,0,5,0,119,96,88,0,0,0,0,0,0,0,0,0,123,102,96,0,0,0,0,0,0,0,0,0,15,1,26,34,110,114
389,24,100,1,12,72,154,78,0,5,5,75,161,81,0,5,5,68,146,75,0,5,5,72,155,78,0,4,4,87,78,74,0,0,88,0,0,0,0,0,0,87,78,74,0,0,88,0,0,0,0,0,0,10,4,5,49,110,112
390,27,100,1,11,112,44,68,0,8,6,116,46,70,0,8,6,107,41,66,0,8,6,112,71,95,3,12,12,132,0,143,0,0,118,0,0,0,0,0,0,132,0,143,0,0,118,0,0,0,0,0,0,10,4,107,65,109,128
391,14,100,1,11,71,164,33,2,4,3,75,170,33,2,4,3,67,155,33,2,4,3,71,170,33,3,4,3,91,89,0,0,0,93,57,0,0,0,0,0,91,89,0,0,0,93,57,0,0,0,0,0,8,3,53,59,110,43
392,5,100,1,12,87,50,38,0,12,6,84,48,38,0,12,6,96,55,40,0,12,6,93,56,43,0,18,18,112,97,0,0,0,66,0,0,0,0,0,0,116,102,0,0,0,72,0,0,0,0,0,0,12,4,5,43,110,83
393,4,100,1,11,78,76,47,0,9,6,82,81,48,0,9,6,75,72,46,0,9,6,80,80,51,0,8,10,105,102,0,0,0,0,0,90,0,0,0,0,106,103,0,0,0,0,0,93,0,0,0,0,9,3,110,60,110,122
394,5,100,1,12,114,70,45,0,1,6,118,74,46,0,1,6,111,65,43,0,1,6,125,75,45,0,10,10,129,99,90,0,0,0,0,0,0,0,0,0,136,108,101,0,0,0,0,0,0,0,0,0,16,4,28,33,110,117
395,3,100,1,12,42,109,115,1,1,6,48,114,121,1,1,6,37,103,107,1,1,6,42,109,115,0,5,0,66,0,33,0,0,16,99,0,0,79,0,0,66,0,33,0,0,16,99,0,0,79,0,0,10,3,36,42,110,0
396,24,100,1,12,41,90,104,0,12,1,39,87,101,0,12,1,49,100,114,0,12,1,41,90,104,0,10,11,78,0,52,0,0,30,0,0,0,0,0,0,78,0,52,0,0,30,0,0,0,0,0,0,10,3,18,55,110,0
397,22,100,1,12,127,132,63,1,9,1,130,136,64,1,9,1,126,128,63,1,9,1,127,132,63,1,11,3,129,133,75,0,0,113,0,69,0,65,0,0,129,133,75,0,0,113,0,69,0,65,0,0,10,4,27,48,110,115
398,13,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,49,0
399,19,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,15,0
400,18,100,7,0,3,1,45,10,15,30,3,1,46,10,15,30,3,1,43,10,15,30,3,1,45,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,3,0,35,31,0
401,1,100,1,11,50,120,60,1,5,2,53,126,62,1,5,2,49,112,58,1,5,2,57,147,102,0,6,2,86,75,44,0,0,52,0,0,0,0,0,0,90,82,47,0,0,59,0,0,0,0,0,0,9,3,110,54,118,122
402,26,100,1,12,95,115,199,0,5,6,99,120,205,0,5,6,90,110,189,0,5,6,95,115,199,0,4,8,117,90,0,0,0,32,148,0,0,0,0,0,117,90,0,0,0,32,148,0,0,0,0,0,14,3,25,48,110,112
403,14,100,1,12,132,66,56,1,11,6,131,63,55,1,11,6,139,74,60,1,11,6,132,70,56,0,10,5,0,0,110,0,0,142,113,0,0,0,0,0,0,0,110,0,0,142,113,0,0,0,0,0,12,4,27,45,110,115
404,16,100,1,12,69,55,46,0,3,6,73,59,47,0,3,6,66,51,43,0,3,6,69,55,46,0,5,5,104,68,70,0,0,26,0,0,0,0,0,0,104,68,70,0,0,26,0,0,0,0,0,0,13,2,25,39,109,125
405,21,100,1,11,76,79,83,0,2,6,78,82,85,0,2,6,73,76,80,0,2,6,76,79,83,0,7,6,106,99,80,0,0,46,0,0,0,0,0,0,106,99,80,0,0,46,0,0,0,0,0,0,10,3,50,52,109,108
406,23,100,9,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,20,0
407,21,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,42,0
408,17,100,1,12,62,121,51,1,5,1,64,127,53,1,5,1,58,113,49,1,5,1,62,121,51,1,3,2,80,76,0,0,0,78,0,0,0,64,0,0,80,76,0,0,0,78,0,0,0,64,0,0,10,3,128,44,106,120
409,20,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,1,0
410,19,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,34,0
411,15,100,1,12,59,47,53,1,9,4,57,45,51,1,9,4,66,54,56,1,9,4,59,47,53,0,21,5,83,78,0,0,0,44,0,0,0,0,0,0,83,78,0,0,0,44,0,0,0,0,0,0,10,3,17,50,110,112
412,21,100,1,12,36,70,167,2,9,4,37,72,172,2,9,4,35,67,161,2,9,4,44,70,167,3,8,5,59,43,0,0,0,0,101,0,0,0,0,0,64,50,0,0,0,0,101,0,0,0,0,0,7,2,23,61,110,111
413,28,100,1,12,33,97,119,5,7,6,36,100,122,5,7,6,30,93,115,5,7,6,33,111,129,0,0,1,66,51,0,0,0,29,0,0,0,0,0,0,66,51,0,0,0,29,0,0,0,0,0,0,8,4,29,78,110,0
414,10,100,1,12,77,154,74,0,1,1,75,150,72,0,1,1,84,165,76,0,1,1,77,154,74,0,0,0,98,0,101,0,0,0,0,0,0,0,0,0,98,0,101,0,0,0,0,0,0,0,0,0,8,4,47,58,110,221
415,9,100,1,12,39,119,127,1,12,6,39,123,131,1,12,6,37,113,121,1,12,6,39,119,127,0,17,0,62,0,84,0,0,0,0,0,0,0,0,0,62,0,84,0,0,0,0,0,0,0,0,0,4,3,42,53,110,0
416,15,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,19,0
417,11,100,9,0,2,1,46,10,15,30,2,1,47,10,15,30,2,1,44,10,15,30,2,1,46,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,2,1,33,16,0
418,30,100,1,12,76,122,101,0,6,5,73,118,99,0,6,5,85,132,109,0,6,5,108,154,150,0,5,5,100,85,60,0,0,26,0,0,0,0,0,0,118,121,87,0,0,47,0,0,0,0,0,0,13,3,20,64,109,107
419,12,100,4,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,5,1,45,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,3,4,1,50,31,0
420,26,100,3,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,12,0
421,27,100,2,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,44,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,15,0
422,10,100,4,0,2,1,44,10,15,30,2,1,45,10,15,30,2,1,43,10,15,30,5,1,44,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,3,3,1,40,26,0
423,27,100,8,0,2,1,44,10,15,30,2,1,43,10,15,30,2,1,46,10,15,30,2,1,44,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,16,0
424,12,100,1,11,91,100,74,1,4,6,94,104,76,1,4,6,87,95,71,1,4,6,95,111,74,1,4,5,110,0,85,0,0,107,81,0,0,68,0,0,112,0,88,0,0,112,81,0,0,68,0,0,10,3,141,43,117,164
425,25,100,1,12,37,96,111,0,12,6,40,102,117,0,12,6,33,89,104,0,12,6,82,96,111,3,9,9,73,50,0,0,0,22,0,0,0,0,0,0,104,96,0,0,0,72,0,0,0,0,0,0,10,3,27,43,110,0
426,1,100,3,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,14,0
427,23,100,6,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,32,0
428,18,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,3,0
429,21,100,7,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,22,0
430,8,100,1,12,21,60,80,1,1,6,22,63,85,1,1,6,20,57,76,1,1,6,21,60,80,0,5,0,54,28,0,0,0,1,0,0,0,0,0,0,54,28,0,0,0,1,0,0,0,0,0,0,9,4,24,31,110,0
431,13,100,1,12,91,63,43,0,1,6,94,67,44,0,1,6,86,59,42,0,1,6,91,63,43,0,3,5,67,47,82,0,0,100,88,0,0,70,0,0,67,47,82,0,0,100,88,0,0,70,0,0,10,3,45,38,110,114
432,18,100,5,0,2,1,45,10,15,30,2,1,46,10,15,30,2,1,43,10,15,30,2,1,45,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,35,5,0
433,7,100,1,12,95,113,65,0,1,1,93,110,64,0,1,1,104,121,68,0,1,1,95,113,65,1,0,2,103,105,0,106,0,107,0,0,0,0,0,0,103,105,0,106,0,107,0,0,0,0,0,0,10,3,28,47,110,107
434,2,100,1,12,67,83,86,0,1,4,64,80,85,0,1,4,76,91,93,0,1,4,67,83,86,0,2,2,95,0,71,0,0,29,0,87,0,0,0,0,95,0,71,0,0,29,0,87,0,0,0,0,11,4,21,47,110,62
435,13,100,1,12,114,169,51,0,6,3,116,177,52,0,6,3,112,159,49,0,6,3,114,169,51,0,5,2,0,0,126,0,0,125,99,0,0,0,0,0,0,0,126,0,0,125,99,0,0,0,0,0,13,3,28,45,110,120
436,28,100,1,13,118,69,165,0,4,4,122,72,169,0,4,4,113,67,161,0,4,4,130,85,165,0,3,4,131,102,0,0,0,0,0,0,0,0,0,0,138,114,0,0,0,0,0,0,0,0,0,0,17,3,24,53,113,48
437,8,100,1,12,57,118,57,0,2,1,62,123,59,0,2,1,50,111,54,0,2,1,91,118,64,0,2,0,84,43,0,0,0,1,80,0,0,0,0,0,103,85,0,0,0,29,105,0,0,0,0,0,14,3,41,47,110,41
438,22,100,3,0,2,1,44,10,15,30,2,1,43,10,15,30,2,1,46,10,15,30,2,1,44,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,46,0
439,17,100,9,0,2,1,44,10,15,30,2,1,43,10,15,30,2,1,46,10,15,30,2,1,44,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,48,0
440,26,100,7,0,2,1,44,10,15,30,2,1,43,10,15,30,2,1,46,10,15,30,2,1,44,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,35,31,0
