player_id,team_id,league_id,position,role,fielding_ratings_infield_range,fielding_ratings_infield_arm,fielding_ratings_turn_doubleplay,fielding_ratings_outfield_range,fielding_ratings_outfield_arm,fielding_ratings_catcher_arm,fielding_ratings_catcher_ability,fielding_ratings_infield_error,fielding_ratings_outfield_error,fielding_experience0,fielding_experience1,fielding_experience2,fielding_experience3,fielding_experience4,fielding_experience5,fielding_experience6,fielding_experience7,fielding_experience8,fielding_experience9,fielding_rating_pos1,fielding_rating_pos2,fielding_rating_pos3,fielding_rating_pos4,fielding_rating_pos5,fielding_rating_pos6,fielding_rating_pos7,fielding_rating_pos8,fielding_rating_pos9
203,24,100,1,11,29,38,43,4,12,0,0,44,11,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
204,26,100,2,0,8,11,14,18,15,112,76,17,4,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
205,27,100,1,12,31,39,44,9,9,0,0,43,7,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
206,16,100,1,12,29,38,43,1,7,0,0,44,19,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
207,10,100,7,0,20,18,2,70,96,0,0,2,134,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,79,0,0
208,22,100,1,12,29,39,44,8,9,0,0,44,1,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
209,6,100,2,0,4,19,18,11,9,107,90,20,5,0,0,200,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0
210,23,100,9,0,48,60,66,103,62,0,0,66,157,0,0,0,200,0,0,0,0,0,200,0,0,116,0,0,0,0,0,83
211,4,100,1,11,29,39,44,8,19,0,0,44,3,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
212,3,100,1,12,29,39,44,4,15,0,0,44,16,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
213,10,100,1,12,29,38,43,8,5,0,0,44,6,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
214,23,100,7,0,48,60,66,74,110,0,0,66,114,0,0,0,200,0,0,0,200,0,0,0,0,86,0,0,0,84,0,0
215,4,100,8,0,19,17,15,127,77,0,0,12,140,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,79,0
216,24,100,7,0,8,18,15,59,102,0,0,17,112,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,64,1,49
217,6,100,1,11,34,45,48,19,4,0,0,54,17,0,200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
218,14,100,1,12,31,39,45,5,14,0,0,43,17,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
219,1,100,1,11,35,39,44,8,9,0,0,38,18,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
220,20,100,2,0,12,14,1,7,3,95,120,3,13,0,0,200,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0
221,22,100,1,12,29,39,44,10,18,0,0,44,7,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
222,2,100,1,13,29,37,43,7,15,0,0,41,18,0,200,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
223,10,100,1,12,29,38,44,11,3,0,0,43,8,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
224,13,100,1,11,30,40,44,14,17,0,0,46,20,0,200,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
225,20,100,1,11,30,40,45,11,18,0,0,45,17,0,200,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
226,29,100,6,0,82,73,121,8,9,0,0,112,4,0,0,0,0,200,0,200,0,0,0,0,0,0,83,0,41,0,0,0
227,1,100,1,12,29,39,44,6,18,0,0,44,20,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
228,23,100,1,11,33,44,45,14,17,0,0,55,15,0,200,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0
229,13,100,1,11,36,39,40,10,1,0,0,42,11,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
230,15,100,4,0,106,61,151,3,6,0,0,109,18,0,0,0,0,200,0,0,0,0,0,0,0,0,112,0,0,0,0,0
231,26,100,2,0,19,7,15,88,110,101,59,2,119,0,0,200,0,0,0,0,175,0,200,0,44,0,0,0,0,88,0,83
232,26,100,1,12,30,37,42,8,16,0,0,41,8,0,200,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
233,7,100,1,12,29,39,44,16,20,0,0,44,19,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
234,14,100,4,0,124,75,129,3,8,0,0,141,10,0,0,0,0,200,0,0,0,0,0,0,0,0,131,0,0,0,0,0
235,10,100,3,0,38,49,64,63,109,0,0,47,110,0,0,0,200,0,0,0,200,0,200,0,0,73,0,0,0,70,0,56
236,10,100,1,11,34,40,42,6,14,0,0,44,8,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
237,19,100,1,13,31,40,44,16,17,0,0,45,11,0,200,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
238,30,100,1,12,30,39,43,1,8,0,0,44,2,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
239,1,100,6,0,163,160,134,3,1,0,0,185,1,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,156,0,0,0
240,30,100,1,11,31,41,46,1,8,0,0,47,6,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
241,11,100,8,0,18,13,8,156,87,0,0,7,185,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,133,0
242,17,100,4,0,76,81,119,88,109,0,0,112,119,0,0,0,172,200,200,0,0,0,200,0,0,126,77,53,0,0,0,83
243,6,100,1,12,29,39,44,9,8,0,0,44,6,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
244,21,100,1,11,33,41,44,14,1,0,0,47,5,0,200,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
245,12,100,1,12,29,40,44,15,12,0,0,48,2,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
246,8,100,1,12,29,38,44,8,6,0,0,43,2,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
247,7,100,7,0,20,7,7,60,109,0,0,4,112,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,67,1,53
248,4,100,1,11,35,46,49,6,9,0,0,54,17,0,200,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0
249,8,100,4,0,92,63,134,17,5,0,0,99,9,0,0,0,0,200,0,200,0,0,0,0,0,0,91,0,50,0,0,0
250,21,100,6,0,119,119,125,15,12,0,0,113,4,0,0,0,0,108,112,200,0,0,0,0,0,0,64,57,84,0,0,0
251,11,100,1,12,30,40,42,8,4,0,0,48,7,0,200,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
252,27,100,1,11,33,42,44,7,1,0,0,50,20,0,200,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0
253,20,100,1,12,31,39,46,14,13,0,0,42,12,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
254,17,100,1,13,29,39,46,15,5,0,0,44,4,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
255,22,100,1,11,33,40,43,14,14,0,0,44,16,0,200,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
256,28,100,1,12,30,37,42,10,10,0,0,40,2,0,200,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
257,3,100,1,12,29,38,44,8,6,0,0,43,18,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
258,4,100,5,0,132,156,103,19,3,0,0,141,16,0,0,0,0,0,200,0,0,0,0,0,0,0,0,140,0,0,0,0
259,1,100,1,12,29,39,44,7,16,0,0,44,6,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
260,21,100,1,12,30,39,44,14,5,0,0,43,11,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
261,19,100,1,12,29,39,44,12,15,0,0,44,16,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
262,6,100,9,0,11,16,5,117,116,0,0,16,121,0,0,0,0,0,0,0,80,200,200,0,0,0,0,0,0,55,65,116
263,17,100,1,12,31,40,41,4,9,0,0,48,2,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
264,24,100,1,12,34,42,46,14,16,0,0,48,10,0,200,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0
265,5,100,5,0,83,115,74,59,109,0,0,105,113,0,0,0,200,0,200,0,200,200,200,0,0,168,0,72,0,66,1,53
266,3,100,1,11,35,43,46,16,4,0,0,48,15,0,200,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0
267,10,100,1,11,29,39,44,7,13,0,0,44,3,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
268,7,100,5,0,85,117,74,9,20,0,0,103,4,0,0,0,0,0,200,200,0,0,0,0,0,0,0,74,30,0,0,0
269,25,100,9,0,3,6,17,84,165,0,0,20,124,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,110,0,105
270,10,100,5,0,80,113,81,13,13,0,0,113,14,0,0,0,0,157,200,200,0,0,0,0,0,0,55,73,30,0,0,0
271,14,100,1,11,32,40,46,12,19,0,0,44,19,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
272,8,100,1,11,29,38,43,17,14,0,0,44,4,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
273,25,100,1,12,33,40,44,6,16,0,0,44,4,0,200,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
274,1,100,1,12,29,39,44,17,5,0,0,44,13,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
275,26,100,1,12,29,39,44,15,8,0,0,44,19,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
276,14,100,1,11,31,41,40,2,6,0,0,52,6,0,200,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0
277,4,100,7,0,31,53,65,65,109,0,0,64,107,0,0,0,200,0,0,0,200,0,0,0,0,89,0,0,0,72,0,0
278,30,100,1,11,35,45,49,20,16,0,0,53,15,0,200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
279,27,100,1,12,29,39,44,9,9,0,0,44,9,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
280,26,100,1,13,28,37,42,10,14,0,0,42,16,0,200,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
281,8,100,1,12,30,39,44,8,15,0,0,43,20,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
282,11,100,1,12,31,40,44,2,10,0,0,47,13,0,200,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
283,27,100,7,0,75,37,120,58,109,0,0,114,113,0,0,0,0,200,0,0,200,200,200,0,0,0,75,0,0,65,1,52
284,9,100,1,12,30,39,44,9,14,0,0,45,2,0,200,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
285,19,100,5,0,80,113,69,3,5,0,0,115,11,0,0,0,0,0,200,0,0,0,0,0,0,0,0,72,0,0,0,0
286,23,100,1,12,29,39,44,15,6,0,0,44,5,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
287,8,100,1,11,34,43,48,6,20,0,0,48,14,0,200,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0
288,21,100,2,0,7,19,3,13,18,107,65,7,12,0,0,200,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0
289,3,100,2,0,2,15,1,14,18,109,50,4,14,0,0,200,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
290,22,100,7,0,74,36,120,58,109,0,0,114,113,0,0,0,0,200,0,0,200,200,0,0,0,0,74,0,0,65,1,0
291,18,100,2,0,13,16,16,18,5,145,117,5,17,0,0,200,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0
292,10,100,3,0,83,73,82,1,10,0,0,55,11,0,0,0,200,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0
293,15,100,1,11,29,38,44,13,4,0,0,42,7,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
294,18,100,1,12,30,39,44,5,18,0,0,43,8,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
295,6,100,4,0,111,120,127,11,16,0,0,122,16,0,0,0,0,200,200,200,0,0,0,0,0,0,116,102,79,0,0,0
296,20,100,2,0,20,17,19,18,4,109,50,18,15,0,0,200,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
297,30,100,1,12,30,39,44,7,16,0,0,43,20,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
298,23,100,7,0,16,14,19,58,109,0,0,10,113,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,65,1,0
299,28,100,7,0,20,20,4,58,109,0,0,18,113,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,65,1,0
300,17,100,4,0,79,81,121,62,109,0,0,113,110,0,0,0,0,200,200,0,200,0,0,0,0,0,81,55,0,69,0,0
301,29,100,1,11,34,39,40,20,13,0,0,44,17,0,200,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
302,6,100,4,0,110,64,124,14,16,0,0,124,7,0,0,0,0,200,0,0,0,0,0,0,0,0,111,0,0,0,0,0
303,9,100,9,0,4,10,11,88,109,0,0,4,119,0,0,0,0,0,0,0,109,200,200,0,0,0,0,0,0,55,1,83
304,23,100,1,12,29,39,44,7,3,0,0,44,5,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
305,8,100,2,0,5,1,12,20,4,109,51,20,19,0,0,200,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
306,3,100,3,0,41,81,65,117,109,0,0,62,117,0,0,0,200,200,200,200,120,200,172,0,0,73,11,14,1,81,64,96
307,16,100,8,0,71,105,76,115,109,0,0,114,118,0,0,0,0,0,200,0,144,200,172,0,0,0,0,62,0,95,61,95
308,26,100,1,11,29,38,41,15,7,0,0,44,3,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
309,24,100,1,12,31,40,45,16,19,0,0,46,4,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
310,4,100,1,13,29,39,44,12,18,0,0,44,7,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
311,14,100,1,12,30,39,44,16,8,0,0,43,2,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
312,8,100,4,0,81,81,118,2,12,0,0,109,2,0,0,0,0,200,200,200,0,0,0,0,0,0,80,55,39,0,0,0
313,22,100,1,12,29,38,44,13,12,0,0,43,6,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
314,21,100,1,12,29,39,44,14,2,0,0,44,20,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
315,10,100,1,12,32,40,46,17,19,0,0,42,11,0,200,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
316,3,100,1,12,30,39,44,10,1,0,0,43,6,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
317,13,100,1,11,35,41,47,9,15,0,0,41,15,0,200,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
318,19,100,1,12,29,39,44,15,11,0,0,44,20,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
319,14,100,1,12,29,39,44,19,13,0,0,44,8,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
320,13,100,1,12,30,40,41,20,13,0,0,49,5,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
321,25,100,1,12,29,37,43,10,4,0,0,40,14,0,200,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
322,9,100,1,12,29,39,44,11,14,0,0,44,14,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
323,3,100,1,13,30,39,44,11,15,0,0,43,18,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
324,6,100,1,12,30,39,44,17,1,0,0,43,16,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
325,22,100,1,12,30,39,44,14,6,0,0,43,6,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
326,6,100,1,12,30,39,44,16,16,0,0,43,13,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
327,24,100,3,0,45,61,76,15,13,0,0,64,3,0,0,0,200,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0
328,11,100,8,0,20,1,14,128,110,0,0,1,130,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,150,84,0
329,27,100,8,0,10,18,7,116,109,0,0,19,118,0,0,0,0,0,0,0,74,200,0,0,0,0,0,0,0,49,62,0
330,14,100,1,11,38,42,42,12,3,0,0,46,7,0,200,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0
331,15,100,1,12,29,39,44,10,1,0,0,44,1,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
332,26,100,1,12,31,39,45,1,17,0,0,42,15,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
333,2,100,1,12,29,38,44,10,8,0,0,43,20,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
334,11,100,2,0,12,16,7,9,4,108,58,10,13,0,0,200,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
335,17,100,1,12,29,39,44,4,13,0,0,44,15,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
336,10,100,4,0,104,59,99,9,4,0,0,83,5,0,0,0,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0
337,14,100,1,12,29,39,44,14,12,0,0,44,9,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
338,16,100,7,0,1,3,13,59,109,0,0,16,113,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,66,0,53
339,1,100,1,12,29,39,44,11,15,0,0,44,20,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
340,23,100,1,12,29,39,44,4,5,0,0,44,2,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
341,11,100,1,11,35,43,50,7,2,0,0,44,8,0,200,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
342,3,100,1,11,29,39,44,16,20,0,0,45,10,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
343,29,100,8,0,6,14,20,141,83,0,0,6,72,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,93,0
344,19,100,1,12,29,39,44,12,16,0,0,44,2,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
345,19,100,5,0,76,110,75,19,7,0,0,111,5,0,0,0,0,200,200,0,0,0,0,0,0,0,63,67,0,0,0,0
346,8,100,1,12,29,39,44,15,12,0,0,44,2,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
347,10,100,1,12,29,39,44,17,6,0,0,44,1,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
348,10,100,1,12,29,38,44,15,5,0,0,43,17,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
349,15,100,1,12,30,39,44,10,2,0,0,43,17,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
350,3,100,1,12,29,39,44,7,2,0,0,44,16,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
351,27,100,1,12,29,40,45,20,19,0,0,47,15,0,200,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
352,7,100,1,12,30,39,44,13,8,0,0,43,20,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
353,7,100,1,12,30,39,44,19,5,0,0,43,20,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
354,22,100,1,11,29,39,44,13,14,0,0,44,5,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
355,29,100,7,0,31,53,65,73,109,0,0,65,116,0,0,0,200,0,0,0,179,0,200,0,0,77,0,0,0,74,0,67
356,8,100,1,12,29,39,44,11,3,0,0,44,19,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
357,15,100,1,11,29,39,44,18,1,0,0,44,17,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
358,13,100,1,12,29,39,44,8,17,0,0,44,4,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
359,30,100,7,0,13,4,1,74,110,0,0,7,114,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,84,1,0
360,30,100,1,12,29,39,44,11,13,0,0,44,15,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
361,30,100,1,12,29,39,44,3,7,0,0,44,17,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
362,4,100,1,12,30,39,44,7,10,0,0,43,17,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
363,19,100,1,12,29,39,44,6,15,0,0,44,6,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
364,19,100,1,12,30,39,44,15,4,0,0,43,1,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
365,15,100,1,12,30,39,44,19,15,0,0,43,2,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
366,4,100,1,12,29,39,44,10,13,0,0,44,5,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
367,24,100,1,12,29,39,44,2,11,0,0,44,1,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
368,26,100,1,12,29,38,44,10,7,0,0,43,2,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
369,19,100,1,12,29,39,44,4,7,0,0,44,5,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
370,26,100,1,12,29,38,43,13,8,0,0,44,9,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
371,16,100,1,11,31,37,43,10,17,0,0,37,6,0,200,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0
372,25,100,1,12,29,39,44,12,10,0,0,44,4,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
373,10,100,1,12,29,39,44,17,3,0,0,44,10,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
374,18,100,1,12,30,41,46,12,19,0,0,48,6,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
375,11,100,1,11,31,40,45,1,17,0,0,46,20,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
376,7,100,2,0,2,8,20,4,4,91,80,15,7,0,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
377,5,100,1,12,31,39,44,2,2,0,0,42,15,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
378,26,100,1,11,30,40,44,2,18,0,0,46,7,0,200,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0
379,23,100,1,12,29,39,44,15,7,0,0,44,18,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
380,23,100,4,0,91,50,122,74,110,0,0,116,114,0,0,0,0,200,0,0,200,0,0,0,0,0,91,0,0,84,0,0
381,9,100,1,12,29,39,44,20,4,0,0,44,7,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
382,22,100,6,0,112,119,127,19,12,0,0,120,12,0,0,0,0,94,114,200,0,0,0,0,0,0,55,58,79,0,0,0
383,17,100,1,12,29,39,44,9,14,0,0,44,19,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
384,29,100,1,12,29,38,44,20,15,0,0,43,17,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
385,25,100,1,12,29,39,44,13,8,0,0,44,19,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
386,3,100,5,0,106,134,71,5,4,0,0,86,3,0,0,0,0,0,200,0,0,0,0,0,0,0,0,91,0,0,0,0
387,28,100,1,12,29,38,44,18,20,0,0,43,8,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
388,25,100,1,12,30,39,44,3,2,0,0,43,5,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
389,24,100,1,12,29,39,44,2,19,0,0,44,18,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
390,27,100,1,11,29,39,44,8,5,0,0,44,15,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
391,14,100,1,11,31,39,44,4,18,0,0,42,19,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
392,5,100,1,12,29,39,44,20,13,0,0,44,14,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
393,4,100,1,11,30,39,44,15,20,0,0,43,13,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
394,5,100,1,12,29,39,44,14,11,0,0,44,18,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
395,3,100,1,12,29,39,44,10,12,0,0,44,4,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
396,24,100,1,12,29,39,44,1,14,0,0,44,2,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
397,22,100,1,12,29,39,44,13,13,0,0,44,3,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
398,13,100,4,0,72,81,121,74,110,0,0,115,114,0,0,0,0,200,200,0,200,0,0,0,0,0,76,52,0,84,0,0
399,19,100,7,0,8,5,17,75,107,0,0,14,112,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,84,1,68
400,18,100,7,0,6,8,6,68,107,0,0,19,105,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,75,0,60
401,1,100,1,11,32,40,44,10,20,0,0,45,16,0,200,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
402,26,100,1,12,29,38,44,4,20,0,0,43,6,0,200,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
403,14,100,1,12,29,39,44,1,16,0,0,44,7,0,200,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
404,16,100,1,12,29,39,43,9,19,0,0,46,7,0,200,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
405,21,100,1,11,29,38,43,5,8,0,0,42,12,0,200,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
406,23,100,9,0,6,19,5,71,109,0,0,2,118,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,66
407,21,100,2,0,6,14,17,14,2,109,50,16,8,0,0,200,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
408,17,100,1,12,31,40,46,10,16,0,0,43,2,0,200,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
409,20,100,4,0,72,35,121,7,13,0,0,115,2,0,0,0,0,200,0,0,0,0,0,0,0,0,73,0,0,0,0,0
