gameSimEvent|idGame|pitchLocation|pitchName|pitchOutcome|playerHitter|playerPitcher|playerRunner|playerRunner1|playerRunner2|playerRunner3|teamDefense|teamOffense
pitch|1|{"ax":8.126587429766023,"ay":-16.636213828064598,"az":40.31533798600348,"pfxX":-9.537088975357461,"pfxZ":-1.302607958159518,"plateX":-0.17583878926096888,"plateZ":1.9864804031510797,"releaseSpeed":84.01106194042721,"releasePosX":-0.055898809715046,"releasePosY":51.53582823191613,"releasePosZ":5.899090071742841,"szBot":1.444,"szTop":3.332,"vx0":4.804905583772744,"vy0":-123.2750466282638,"vz0":-3.931456396238416}|sinker|IN_PLAY|361|242|||||2|1
out|1||||361|242||361|||2|1
atBatEnd|1||||||||||2|1
atBatStart|1|||||||||||
pitch|1|{"ax":-8.858926139235365,"ay":-17.877334524638194,"az":35.49490083348745,"pfxX":-10.233247203370437,"pfxZ":3.1805362455286783,"plateX":-1.4684255250006046,"plateZ":4.468659485170472,"releaseSpeed":77.45039155492368,"releasePosX":0.7174172087557307,"releasePosY":54.95750612967873,"releasePosZ":6.620940246777085,"szBot":1.875,"szTop":4.625,"vx0":-5.8994459288968715,"vy0":-113.64813644518433,"vz0":6.926802150805713}|slider|STRIKE|331|242|||||2|1
pitch|1|{"ax":-8.113417521362877,"ay":-10.220358938448403,"az":27.350961203491586,"pfxX":-7.3573743215803935,"pfxZ":4.711867512226011,"plateX":-1.323943074102879,"plateZ":3.4371590480817438,"releaseSpeed":81.07452993046742,"releasePosX":0.6658667982866633,"releasePosY":53.133481671263404,"releasePosZ":6.443487385420516,"szBot":1.875,"szTop":4.625,"vx0":-4.0495606092246845,"vy0":-118.9660769272275,"vz0":4.9456593021716415}|slider|IN_PLAY|331|242|||||2|1
out|1||||331|242||361|||2|1
atBatEnd|1||||||||||2|1
halfInningEnd|1|||||||||||
halfInningStart|1|||||||||||
atBatStart|1|||||||||||
pitch|1|{"ax":-1.9896874370669657,"ay":-1.2646010876744356,"az":-1.933544614605033,"pfxX":-8.426176632845793,"pfxZ":-1.1603354905675323,"plateX":-0.8123392385289557,"plateZ":2.823812543411237,"releaseSpeed":78.58489941056776,"releasePosX":-1.602961710318607,"releasePosY":54.2692288856848,"releasePosZ":6.938997374937469,"szBot":1.354,"szTop":3.0620000000000003,"vx0":1.342018839608608,"vy0":-115.31287565421647,"vz0":6.553677913807212}|slider|STRIKE|302|331|||||1|2
pitch|1|{"ax":-19.537607653113625,"ay":-33.54300234394873,"az":40.07051627355789,"pfxX":10.858414021162773,"pfxZ":-5.285608929751934,"plateX":-1.1438899222791559,"plateZ":2.3137099807601094,"releaseSpeed":72.73165516615607,"releasePosX":1.7542470720290289,"releasePosY":54.971686543217736,"releasePosZ":5.33993499047818,"szBot":1.354,"szTop":3.0620000000000003,"vx0":-4.5102987303889535,"vy0":-106.72401913353436,"vz0":-0.5798200686870478}|screwball|BALL|302|331|||||1|2
pitch|1|{"ax":-16.32025894086985,"ay":-30.092142272620702,"az":0.333527963934646,"pfxX":-8.513374440860677,"pfxZ":-2.854748831724825,"plateX":0.5299308359481307,"plateZ":2.822279604732055,"releaseSpeed":85.15688093186301,"releasePosX":-0.4696737368314126,"releasePosY":52.98666640938436,"releasePosZ":6.7824458259027045,"szBot":1.354,"szTop":3.0620000000000003,"vx0":-9.606007396915873,"vy0":-124.95638342289877,"vz0":4.004078510493532}|sinker|IN_PLAY|302|331|||||1|2
out|1||||302|331|||||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":10.79650055077817,"ay":-12.083432920835829,"az":-4.943165254325631,"pfxX":-6.064786421472485,"pfxZ":-7.305667181013779,"plateX":-1.3050512335538278,"plateZ":1.910792349045637,"releaseSpeed":89.36287690583882,"releasePosX":0.6104819639541693,"releasePosY":50.79414031007592,"releasePosZ":5.7776159221130605,"szBot":1.814,"szTop":4.442,"vx0":2.838596980677899,"vy0":-131.12812245147842,"vz0":6.199816878165448}|sinker|STRIKE|242|331|||||1|2
pitch|1|{"ax":14.644431512580425,"ay":-18.512484882264495,"az":15.702333458974572,"pfxX":8.32345263419392,"pfxZ":-6.522826578036732,"plateX":0.8410808924972052,"plateZ":2.6080289851624747,"releaseSpeed":74.37754088382427,"releasePosX":-0.5365656414579891,"releasePosY":54.19635737720361,"releasePosZ":5.329955931498443,"szBot":1.814,"szTop":4.442,"vx0":-9.23618614836079,"vy0":-109.13913726088542,"vz0":0.07245069147899486}|curveball|STRIKE|242|331|||||1|2
pitch|1|{"ax":-16.112092921583713,"ay":-32.78927472483566,"az":0.8520208469793253,"pfxX":-2.7280217070099866,"pfxZ":13.637991849740988,"plateX":1.0643501354507678,"plateZ":3.8276626970808634,"releaseSpeed":91.59832218861726,"releasePosX":1.5195549903626828,"releasePosY":52.386264173255995,"releasePosZ":5.969125086731674,"szBot":1.814,"szTop":4.442,"vx0":-8.754901901969102,"vy0":-134.4083407358855,"vz0":0.42711572522474306}|fastball|IN_PLAY|242|331|||||1|2
out|1||||242|331|||||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":-18.56417037511864,"ay":-15.287120609439533,"az":-14.972850447587275,"pfxX":-6.907599942476292,"pfxZ":-5.683130250719893,"plateX":1.1805395736553719,"plateZ":1.5368945485151004,"releaseSpeed":86.86769170866569,"releasePosX":1.6601613744990364,"releasePosY":51.57999770753756,"releasePosZ":5.059155311363011,"szBot":1.354,"szTop":3.0620000000000003,"vx0":4.062051615551276,"vy0":-127.46677042921988,"vz0":2.5947702484448403}|sinker|BALL|302|331|||||1|2
pitch|1|{"ax":17.54923857464636,"ay":-35.751171120728095,"az":2.07960239920439,"pfxX":9.057670981132159,"pfxZ":-11.308089468585294,"plateX":1.20719966223772,"plateZ":1.5311037621888413,"releaseSpeed":69.8153303520057,"releasePosX":-0.7871673281733593,"releasePosY":51.35857076507218,"releasePosZ":5.018305600834473,"szBot":1.354,"szTop":3.0620000000000003,"vx0":-3.5562525742469164,"vy0":-102.44470080159277,"vz0":-2.245410864850254}|curveball|BALL|302|331|||||1|2
pitch|1|{"ax":-3.056893492616453,"ay":-4.62354359179335,"az":-2.5624263179704485,"pfxX":-4.501277595353699,"pfxZ":12.657784099094854,"plateX":-0.019010539030368093,"plateZ":1.7713982302023978,"releaseSpeed":85.51844395129388,"releasePosX":1.1801808130261777,"releasePosY":51.706502061536284,"releasePosZ":6.199171064220884,"szBot":1.354,"szTop":3.0620000000000003,"vx0":4.4295621332670585,"vy0":-125.48692900880032,"vz0":-1.4228924710102668}|fastball|IN_PLAY|302|331|||||1|2
single|1||||302|331|||||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":-19.47539850982737,"ay":-35.40680619079162,"az":46.0886617704227,"pfxX":14.507642373849801,"pfxZ":-10.588423262336036,"plateX":-0.3326497414259343,"plateZ":3.0221056927174357,"releaseSpeed":67.10181183181918,"releasePosX":0.03364377678785346,"releasePosY":53.44504651717393,"releasePosZ":5.475137371798557,"szBot":1.814,"szTop":4.442,"vx0":0.8311562945056536,"vy0":-98.46297370070391,"vz0":5.6810617169807}|curveball|STRIKE|242|331|||||1|2
pitch|1|{"ax":11.975211384415957,"ay":-36.729801719202946,"az":44.15185129329517,"pfxX":8.42056176929891,"pfxZ":-6.241830103207019,"plateX":1.18912848231196,"plateZ":3.5316032025896913,"releaseSpeed":83.62973509742386,"releasePosX":-0.4233125285792915,"releasePosY":54.51148898039247,"releasePosZ":5.8632062921376855,"szBot":1.814,"szTop":4.442,"vx0":-3.991918621569739,"vy0":-122.71550026298654,"vz0":6.545573898639375}|sinker|BALL|242|331|||||1|2
pitch|1|{"ax":-16.283968681711407,"ay":-14.398520259975914,"az":-15.20108026249631,"pfxX":-2.899753950679232,"pfxZ":-3.8232722328911004,"plateX":0.8495152726119772,"plateZ":3.6785329841095527,"releaseSpeed":84.92352446381497,"releasePosX":1.2110996574984085,"releasePosY":53.99032990687275,"releasePosZ":6.946710118807336,"szBot":1.814,"szTop":4.442,"vx0":4.063029476431916,"vy0":-124.61396387938642,"vz0":7.076033568900263}|sinker|STRIKE|242|331|||||1|2
pitch|1|{"ax":13.880933754661285,"ay":-12.224115454219955,"az":25.78590847071864,"pfxX":-13.881561317967641,"pfxZ":0.7268444333999771,"plateX":-1.4312243349595795,"plateZ":3.6107724112715363,"releaseSpeed":76.49935755668444,"releasePosX":0.07579419853873617,"releasePosY":54.15917144169977,"releasePosZ":5.503725135015127,"szBot":1.814,"szTop":4.442,"vx0":4.214576543441037,"vy0":-112.25262069082879,"vz0":-4.0637356648119365}|slider|BALL|242|331|||||1|2
pitch|1|{"ax":11.788898603377937,"ay":-25.45963008721273,"az":36.5393415086709,"pfxX":5.66306972851871,"pfxZ":-13.908652820595405,"plateX":-0.6894486086825119,"plateZ":2.149125902470519,"releaseSpeed":66.28654692138085,"releasePosX":1.8758459496401239,"releasePosY":53.87260869041745,"releasePosZ":5.198855244351002,"szBot":1.814,"szTop":4.442,"vx0":-8.365125749024742,"vy0":-97.26668100391667,"vz0":4.245904309596506}|curveball|STRIKE|242|331|||||1|2
strikeout|1||||242|331|||||1|2
atBatEnd|1||||||||||1|2
halfInningEnd|1|||||||||||
halfInningStart|1|||||||||||
atBatStart|1|||||||||||
pitch|1|{"ax":6.950417886193648,"ay":-31.10500427226272,"az":6.868205976182363,"pfxX":-12.441009829970668,"pfxZ":-3.053393937019907,"plateX":-1.1477244326303042,"plateZ":3.0929678604585176,"releaseSpeed":78.72632186294533,"releasePosX":-0.9938607145730323,"releasePosY":54.43294195528356,"releasePosZ":6.1084349733334005,"szBot":1.444,"szTop":3.332,"vx0":-3.58636586381947,"vy0":-115.52039427150868,"vz0":5.800899853369417}|slider|STRIKE|361|242|||||2|1
pitch|1|{"ax":2.709919312984926,"ay":-3.9378935791547818,"az":32.58083541351799,"pfxX":-2.085816072513226,"pfxZ":-10.33770673836048,"plateX":-0.977904582582126,"plateZ":3.125701206837752,"releaseSpeed":73.12453980444124,"releasePosX":1.0507834194989734,"releasePosY":52.31914567663167,"releasePosZ":5.030525615707683,"szBot":1.444,"szTop":3.332,"vx0":3.1959474836515724,"vy0":-107.30052502437138,"vz0":7.981007378082641}|splitter|BALL|361|242|||||2|1
pitch|1|{"ax":16.718698619894795,"ay":-16.650211960050175,"az":-19.374309526853956,"pfxX":0.3189496048424436,"pfxZ":-6.380997773504859,"plateX":0.698005315911291,"plateZ":2.795867399771698,"releaseSpeed":72.64553597167072,"releasePosX":0.9337490004210703,"releasePosY":51.49284895436444,"releasePosZ":5.328048551491795,"szBot":1.444,"szTop":3.332,"vx0":3.7592406406727292,"vy0":-106.59765068311172,"vz0":2.166676405631592}|splitter|STRIKE|361|242|||||2|1
pitch|1|{"ax":9.844565713326176,"ay":-25.418179438636265,"az":-6.488340898832325,"pfxX":-2.5568736740600357,"pfxZ":-13.585697408027533,"plateX":0.8379865823515833,"plateZ":2.0071779940208283,"releaseSpeed":70.39929738579531,"releasePosX":0.2713388354538913,"releasePosY":53.23451422402716,"releasePosZ":6.902717596162502,"szBot":1.444,"szTop":3.332,"vx0":8.830018979188917,"vy0":-103.30159466362761,"vz0":8.297031493137073}|curveball|STRIKE|361|242|||||2|1
strikeout|1||||361|242|||||2|1
atBatEnd|1||||||||||2|1
atBatStart|1|||||||||||
pitch|1|{"ax":-4.402047936595462,"ay":-1.4145149281102434,"az":-14.550856901053098,"pfxX":-4.936701767289998,"pfxZ":-5.109679151777588,"plateX":0.5499900798181795,"plateZ":3.351098489750258,"releaseSpeed":71.21155095034516,"releasePosX":1.2199103216640221,"releasePosY":51.393909016509525,"releasePosZ":6.648774762063451,"szBot":1.875,"szTop":4.625,"vx0":-4.312622552656666,"vy0":-104.49346861130917,"vz0":0.23093450962425965}|curveball|IN_PLAY|331|242|||||2|1
out|1||||331|242|||||2|1
atBatEnd|1||||||||||2|1
atBatStart|1|||||||||||
pitch|1|{"ax":-3.767629477174413,"ay":-36.81285013289693,"az":-16.767095951785713,"pfxX":-13.590936934494124,"pfxZ":-2.2319554748087,"plateX":-0.23187739124885787,"plateZ":2.148924739627295,"releaseSpeed":74.29156771373765,"releasePosX":1.2642125538398652,"releasePosY":53.60010183838211,"releasePosZ":6.374357577060452,"szBot":1.444,"szTop":3.332,"vx0":-0.20082567216724634,"vy0":-109.01298308182358,"vz0":6.036594965409247}|slider|STRIKE|361|242|||||2|1
pitch|1|{"ax":14.148967354215351,"ay":-14.254648718774874,"az":9.539927453889646,"pfxX":1.6063831826240786,"pfxZ":-13.143210423887059,"plateX":-0.6396350570646778,"plateZ":1.8515645607702544,"releaseSpeed":79.21812901569744,"releasePosX":1.605392081419493,"releasePosY":54.327877956199536,"releasePosZ":6.006951263207628,"szBot":1.444,"szTop":3.332,"vx0":9.46295225919468,"vy0":-116.24205577997316,"vz0":6.230186065014346}|splitter|IN_PLAY|361|242|||||2|1
single|1||||361|242|||||2|1
atBatEnd|1||||||||||2|1
atBatStart|1|||||||||||
pitch|1|{"ax":-8.794569206851893,"ay":-31.15043941098832,"az":34.55878915975796,"pfxX":-0.44676359747325023,"pfxZ":-14.914237585563807,"plateX":1.2745394429445995,"plateZ":4.034480786654034,"releaseSpeed":75.58790111015013,"releasePosX":-0.5493100565723907,"releasePosY":53.06611400113735,"releasePosZ":6.495357780097435,"szBot":1.875,"szTop":4.625,"vx0":2.5782726690404694,"vy0":-110.91517972352112,"vz0":7.369558534559186}|splitter|STRIKE|331|242|||||2|1
pitch|1|{"ax":14.85841967718902,"ay":-23.00894163589013,"az":42.061955503895575,"pfxX":0.8957833023755732,"pfxZ":-3.3642008802167025,"plateX":-0.7480900225043887,"plateZ":4.319335988466333,"releaseSpeed":85.76406709789222,"releasePosX":1.6149862352236501,"releasePosY":51.94733858283536,"releasePosZ":6.00141475499011,"szBot":1.875,"szTop":4.625,"vx0":6.978193671090793,"vy0":-125.84734826967531,"vz0":-2.9318560125515636}|sinker|STRIKE|331|242|||||2|1
pitch|1|{"ax":-19.03099447657244,"ay":-26.506021093688364,"az":39.19653798463569,"pfxX":-3.9081407495752245,"pfxZ":-6.47508693724938,"plateX":-1.4376848630480519,"plateZ":4.52367748502011,"releaseSpeed":81.91860500949979,"releasePosX":-0.41894472986780273,"releasePosY":50.23184713023306,"releasePosZ":6.93573715305369,"szBot":1.875,"szTop":4.625,"vx0":-1.7181234132303764,"vy0":-120.20464471011371,"vz0":-0.4660894057960263}|sinker|IN_PLAY|331|242|||||2|1
out|1||||331|242||361|||2|1
atBatEnd|1||||||||||2|1
halfInningEnd|1|||||||||||
halfInningStart|1|||||||||||
atBatStart|1|||||||||||
pitch|1|{"ax":15.825360959988643,"ay":-11.693041945884165,"az":-17.108720544531266,"pfxX":-6.728230851281047,"pfxZ":-8.142222376845694,"plateX":1.351802648086763,"plateZ":2.856466640617416,"releaseSpeed":85.9866559823886,"releasePosX":-0.9239674802396033,"releasePosY":54.49483692240947,"releasePosZ":5.238463060612358,"szBot":1.354,"szTop":3.0620000000000003,"vx0":5.467496835386044,"vy0":-126.17396781811861,"vz0":-4.42942752937308}|sinker|IN_PLAY|302|331|||||1|2
out|1||||302|331|||||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":1.267330553048005,"ay":-27.644475315624064,"az":35.34146972873789,"pfxX":-5.33628755250249,"pfxZ":-5.017856040184393,"plateX":-0.4893280117180364,"plateZ":2.754766164634879,"releaseSpeed":65.55984488715116,"releasePosX":-1.6543266578559972,"releasePosY":52.14931903683075,"releasePosZ":6.94960820787815,"szBot":1.814,"szTop":4.442,"vx0":0.3587676553493573,"vy0":-96.20034253508453,"vz0":2.21490438158371}|curveball|IN_PLAY|242|331|||||1|2
out|1||||242|331|||||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":-10.574526877180856,"ay":-0.3797205174852962,"az":30.207260094439675,"pfxX":-7.976592837290832,"pfxZ":-0.5871840285436134,"plateX":1.2485881358355666,"plateZ":2.292021284577273,"releaseSpeed":68.83658491477756,"releasePosX":-0.8297288763375794,"releasePosY":53.0767733406326,"releasePosZ":6.239994968109963,"szBot":1.354,"szTop":3.0620000000000003,"vx0":8.176206697082435,"vy0":-101.00852220052883,"vz0":7.653115539404277}|changeup|IN_PLAY|302|331|||||1|2
single|1||||302|331|||||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":12.481907970186164,"ay":-3.5825086708947254,"az":39.735395607203436,"pfxX":12.436981957039578,"pfxZ":-6.703546582637335,"plateX":-0.6683330512214924,"plateZ":3.0267201744817527,"releaseSpeed":70.61019714694409,"releasePosX":0.8380616292376152,"releasePosY":54.85882121208306,"releasePosZ":5.3860882631844555,"szBot":1.814,"szTop":4.442,"vx0":-8.966583086895803,"vy0":-103.61106198006199,"vz0":4.753163601981967}|screwball|IN_PLAY|242|331|||||1|2
out|1||||242|331||302|||1|2
atBatEnd|1||||||||||1|2
halfInningEnd|1|||||||||||
halfInningStart|1|||||||||||
atBatStart|1|||||||||||
pitch|1|{"ax":0.30025263013101267,"ay":-6.8087597603840635,"az":23.821637169837018,"pfxX":-11.003993829023083,"pfxZ":4.691093074067316,"plateX":0.2618004573208108,"plateZ":1.8773918807074932,"releaseSpeed":75.11920944991904,"releasePosX":-1.5803566566721625,"releasePosY":50.66491019397498,"releasePosZ":6.245319315345635,"szBot":1.444,"szTop":3.332,"vx0":-6.784803164835966,"vy0":-110.2274371223118,"vz0":-1.4627101415412729}|slider|STRIKE|361|242|||||2|1
pitch|1|{"ax":15.496783268348508,"ay":-16.928178160404606,"az":49.08822860118535,"pfxX":5.228337982014743,"pfxZ":-4.091575609773158,"plateX":0.06904321094687532,"plateZ":2.4059032225796524,"releaseSpeed":78.85617446573602,"releasePosX":-0.31433616142219073,"releasePosY":51.09638088686514,"releasePosZ":5.094377540389678,"szBot":1.444,"szTop":3.332,"vx0":-4.5888150320798875,"vy0":-115.71093567515354,"vz0":7.49251329292731}|sinker|IN_PLAY|361|242|||||2|1
out|1||||361|242|||||2|1
atBatEnd|1||||||||||2|1
atBatStart|1|||||||||||
pitch|1|{"ax":13.26581410437155,"ay":-20.099072731719012,"az":16.971270494349902,"pfxX":-7.638718950997694,"pfxZ":-7.808344224190135,"plateX":-1.1856228891249398,"plateZ":2.5884622901178873,"releaseSpeed":61.803015383637785,"releasePosX":0.9515978998623355,"releasePosY":54.74762452334405,"releasePosZ":6.2937092087952715,"szBot":1.875,"szTop":4.625,"vx0":1.3928523344148562,"vy0":-90.68769549166954,"vz0":-4.559176531111006}|curveball|IN_PLAY|331|242|||||2|1
out|1||||331|242|||||2|1
atBatEnd|1||||||||||2|1
atBatStart|1|||||||||||
pitch|1|{"ax":2.3065087474125825,"ay":-12.113568639868504,"az":-14.39430457402463,"pfxX":-10.564280436984781,"pfxZ":0.7896881166491445,"plateX":-1.3901421472233626,"plateZ":3.0380121682397285,"releaseSpeed":76.42306637140278,"releasePosX":0.3390309109609604,"releasePosY":50.548357290650124,"releasePosZ":6.60310677748122,"szBot":1.444,"szTop":3.332,"vx0":3.6072495028158293,"vy0":-112.1406735352317,"vz0":7.59764851762664}|slider|STRIKE|361|242|||||2|1
pitch|1|{"ax":10.070448743461512,"ay":-27.8701467863278,"az":31.63660697398638,"pfxX":8.724259606418357,"pfxZ":-5.240632931652945,"plateX":-0.3166395044285855,"plateZ":3.0858760872297633,"releaseSpeed":69.14843210197932,"releasePosX":0.538871205199771,"releasePosY":53.911455177318565,"releasePosZ":6.519770922448776,"szBot":1.444,"szTop":3.332,"vx0":9.531799794129011,"vy0":-101.46611642270936,"vz0":-4.0042654136203115}|curveball|STRIKE|361|242|||||2|1
pitch|1|{"ax":-18.630331706296438,"ay":-2.74901332324702,"az":-9.243005537791596,"pfxX":-11.093367224121558,"pfxZ":0.9193319171315384,"plateX":-1.0512568479899638,"plateZ":2.21375937055519,"releaseSpeed":74.89338422540764,"releasePosX":1.900615662571448,"releasePosY":54.33571416583337,"releasePosZ":5.454285516877481,"szBot":1.444,"szTop":3.332,"vx0":0.9172416734540239,"vy0":-109.89606867584197,"vz0":4.980213789577965}|slider|IN_PLAY|361|242|||||2|1
out|1||||361|242|||||2|1
atBatEnd|1||||||||||2|1
halfInningEnd|1|||||||||||
halfInningStart|1|||||||||||
atBatStart|1|||||||||||
pitch|1|{"ax":-16.181444555364465,"ay":-20.026037791518743,"az":6.71007643193775,"pfxX":-0.7934467771747364,"pfxZ":11.541863756012653,"plateX":-0.5042904990449666,"plateZ":1.9974431142308533,"releaseSpeed":86.23855519407043,"releasePosX":-0.37615897246680136,"releasePosY":54.88999734352769,"releasePosZ":6.895827907814966,"szBot":1.354,"szTop":3.0620000000000003,"vx0":-8.537810435476976,"vy0":-126.54359636879352,"vz0":-4.90818162078321}|fastball|IN_PLAY|302|331|||||1|2
single|1||||302|331|||||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":-4.996637407361533,"ay":-20.117510216459497,"az":45.48980781532329,"pfxX":-3.682171340407714,"pfxZ":3.9345228445093117,"plateX":0.8448396518253332,"plateZ":3.4783238988241676,"releaseSpeed":74.64746068854994,"releasePosX":0.4448247110240087,"releasePosY":50.29798343393597,"releasePosZ":5.379204599676794,"szBot":1.814,"szTop":4.442,"vx0":5.227111251297149,"vy0":-109.53520863226082,"vz0":9.502764753806035}|changeup|STRIKE|242|331|||||1|2
pitch|1|{"ax":-6.338814951713045,"ay":-39.43753294370246,"az":-6.521088712913105,"pfxX":-4.89214583971844,"pfxZ":-7.19513931095907,"plateX":1.3374871526880197,"plateZ":2.865574895975807,"releaseSpeed":78.75599297943515,"releasePosX":0.7181120314737953,"releasePosY":53.45777870945155,"releasePosZ":6.020360973158609,"szBot":1.814,"szTop":4.442,"vx0":8.681418974267395,"vy0":-115.56393268400237,"vz0":5.005553687120555}|sinker|STRIKE|242|331|||||1|2
pitch|1|{"ax":1.7600932783906913,"ay":-11.073708652509765,"az":-7.719609765612503,"pfxX":0.39481070593873113,"pfxZ":0.20382304889471126,"plateX":-0.5434641020995752,"plateZ":2.760836086231627,"releaseSpeed":72.01256529001397,"releasePosX":-1.6420372406591521,"releasePosY":53.986048248784684,"releasePosZ":6.926450853838302,"szBot":1.814,"szTop":4.442,"vx0":-1.713624269820432,"vy0":-105.66885049307375,"vz0":8.575962249436108}|changeup|IN_PLAY|242|331|||||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":-8.865815692271024,"ay":-29.955214161167664,"az":34.652138993970965,"pfxX":-1.0607802752638973,"pfxZ":11.91222506263875,"plateX":0.4628992155341644,"plateZ":2.8847488058766424,"releaseSpeed":82.65765383470124,"releasePosX":1.0657673579568874,"releasePosY":53.28306414680594,"releasePosZ":5.203479968415057,"szBot":1.354,"szTop":3.0620000000000003,"vx0":6.18170181499131,"vy0":-121.28910045061937,"vz0":-2.676666740040046}|fastball|STRIKE|302|331|||||1|2
pitch|1|{"ax":14.030298959156802,"ay":-11.497078046185479,"az":37.00020339621078,"pfxX":0.40855749438324374,"pfxZ":-3.044214203400876,"plateX":-1.3339101060158334,"plateZ":2.808638686240873,"releaseSpeed":77.88853570956866,"releasePosX":-1.86996368090382,"releasePosY":50.651090144570816,"releasePosZ":5.284813706275513,"szBot":1.354,"szTop":3.0620000000000003,"vx0":-9.800947222666565,"vy0":-114.29105464959962,"vz0":8.339748629410023}|sinker|STRIKE|302|331|||||1|2
pitch|1|{"ax":-7.86894325596089,"ay":-2.3648525084809933,"az":-4.123044845438496,"pfxX":-6.321409849226114,"pfxZ":2.3583953350619566,"plateX":0.935366734865959,"plateZ":1.5062454570273347,"releaseSpeed":76.10861299793973,"releasePosX":-1.4121301044917587,"releasePosY":53.03122054777843,"releasePosZ":6.644804666171574,"szBot":1.354,"szTop":3.0620000000000003,"vx0":0.6737775976198694,"vy0":-111.67925508174802,"vz0":5.233289391505641}|slider|IN_PLAY|302|331|||||1|2
out|1||||302|331||302|||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":-14.216535839718393,"ay":-25.4311416582763,"az":14.328127357719588,"pfxX":6.655903851419977,"pfxZ":-8.504794831423494,"plateX":-0.1724145221926498,"plateZ":3.641829782057145,"releaseSpeed":70.13703779265568,"releasePosX":0.5635339867485275,"releasePosY":50.27496174908195,"releasePosZ":5.522868351778425,"szBot":1.814,"szTop":4.442,"vx0":-7.925664517144564,"vy0":-102.91676363273407,"vz0":0.8020587921007385}|screwball|STRIKE|242|331|||||1|2
pitch|1|{"ax":-10.940314799801643,"ay":-6.431611204278852,"az":7.345562778078175,"pfxX":6.051713655278927,"pfxZ":-3.8471927902335814,"plateX":1.2753122474735648,"plateZ":3.3121467093535295,"releaseSpeed":68.28457412830656,"releasePosX":1.1181586396514516,"releasePosY":50.40945339134898,"releasePosZ":6.942859836816389,"szBot":1.814,"szTop":4.442,"vx0":2.3310419111735747,"vy0":-100.19851987619477,"vz0":5.291126574093182}|screwball|IN_PLAY|242|331|||||1|2
out|1||||242|331||302|||1|2
atBatEnd|1||||||||||1|2
atBatStart|1|||||||||||
pitch|1|{"ax":-1.3181622975016651,"ay":-34.63579054903838,"az":43.12406178048455,"pfxX":9.54030209167427,"pfxZ":-9.253137407153856,"plateX":0.014001712651742422,"plateZ":1.3949105651752427,"releaseSpeed":63.372455740265394,"releasePosX":1.3277171676963693,"releasePosY":54.45047171031539,"releasePosZ":6.642613070496296,"szBot":1.354,"szTop":3.0620000000000003,"vx0":-1.0552435902459187,"vy0":-92.99064023102709,"vz0":2.2321507667457077}|curveball|STRIKE|302|331|||||1|2
pitch|1|{"ax":-8.216863394927522,"ay":-33.19050427798163,"az":14.798964236388485,"pfxX":2.94895130887587,"pfxZ":-2.523642620637303,"plateX":0.22033680032051167,"plateZ":2.2520422256668,"releaseSpeed":83.06375341482729,"releasePosX":-0.9749484752485218,"releasePosY":50.761718798340034,"releasePosZ":5.261355535752988,"szBot":1.354,"szTop":3.0620000000000003,"vx0":6.531170296737866,"vy0":-121.88499750892886,"vz0":5.592481167277031}|sinker|IN_PLAY|302|331|||||1|2
out|1||||302|331||302|||1|2
atBatEnd|1||||||||||1|2
halfInningEnd|1|||||||||||
halfInningStart|1|||||||||||
atBatStart|1|||||||||||
pitch|1|{"ax":-0.5831823924040513,"ay":-4.231470801867822,"az":24.10017122256435,"pfxX":-3.8647300852761717,"pfxZ":-7.147092593875035,"plateX":-0.5839864317660887,"plateZ":2.5457662109760038,"releaseSpeed":63.52332678858624,"releasePosX":-1.98694116209203,"releasePosY":53.588405302922254,"releasePosZ":6.479177094525171,"szBot":1.875,"szTop":4.625,"vx0":8.96001869745885,"vy0":-93.2120234047072,"vz0":7.439196517846547}|curveball|STRIKE|331|242|||||2|1
pitch|1|{"ax":7.533007615119502,"ay":-4.615345468128197,"az":-11.787994531358901,"pfxX":-8.141349429888686,"pfxZ":-13.77463369985055,"plateX":-0.31849176009254326,"plateZ":3.202635329184276,"releaseSpeed":60.97313496752326,"releasePosX":-0.6092807692727286,"releasePosY":53.914567415616375,"releasePosZ":6.314595525076266,"szBot":1.875,"szTop":4.625,"vx0":-1.1551340380466826,"vy0":-89.46995648647824,"vz0":2.5713307007246353}|curveball|STRIKE|331|242|||||2|1
